policy_id,policy_type,line_of_business,policy_start_date,policy_end_date,agent_id,channel,premium_tier
POL-3149E253,Personal,Auto,2017-06-21,2023-06-20,AGT-7726,Direct,Mid
POL-CE9C4B1A,Personal,Auto,2019-08-21,2027-08-19,AGT-9693,Agent,Low
POL-8167870B,Commercial,Commercial,2018-09-25,2027-09-23,AGT-5615,Agent,High
POL-4DDD55A0,Personal,Auto,2016-11-26,2022-11-25,AGT-2400,Digital,Low
POL-C396B61E,Personal,Auto,2017-08-26,2026-08-24,AGT-3946,Broker,Low
POL-A2355F3C,Personal,Auto,2017-10-04,2023-10-03,AGT-5463,Agent,Mid
POL-88F6061C,Personal,Auto,2020-03-17,2026-03-16,AGT-1932,Digital,Mid
POL-3273A9FE,Personal,Auto,2017-05-05,2025-05-03,AGT-3061,Digital,Mid
POL-FCAAC979,Personal,Auto,2020-04-20,2028-04-18,AGT-2823,Broker,Mid
POL-8BDE2F1E,Personal,Auto,2018-01-24,2026-01-22,AGT-9755,Broker,Low
POL-C0CCD853,Personal,Auto,2019-12-20,2025-12-18,AGT-4606,Digital,Low
POL-BB642D39,Personal,Auto,2016-03-29,2024-03-27,AGT-8910,Broker,High
POL-D400650D,Personal,Auto,2021-06-13,2027-06-12,AGT-5962,Digital,Mid
POL-20498EC6,Personal,Auto,2018-05-11,2024-05-09,AGT-5554,Direct,Low
POL-C39CE97B,Personal,Auto,2017-01-17,2027-01-15,AGT-9446,Agent,High
POL-0F1088AB,Personal,Auto,2016-11-25,2021-11-24,AGT-7226,Agent,Mid
POL-983A6174,Personal,Auto,2017-03-22,2024-03-20,AGT-3157,Direct,Mid
POL-4837844A,Personal,Homeowners,2017-02-06,2024-02-05,AGT-3534,Direct,Mid
POL-38008AFA,Personal,Auto,2019-05-05,2025-05-03,AGT-6994,Direct,Mid
POL-D9ACA266,Personal,Auto,2021-02-22,2030-02-20,AGT-1020,Agent,Low
POL-3BF4FA2C,Personal,Auto,2019-12-31,2026-12-29,AGT-2372,Direct,Mid
POL-1A546E86,Personal,Auto,2018-03-10,2027-03-08,AGT-1668,Agent,Mid
POL-80252625,Personal,Auto,2018-04-21,2025-04-19,AGT-7423,Broker,Mid
POL-36D393E6,Personal,Auto,2020-04-08,2030-04-06,AGT-4971,Broker,Low
POL-CF958F99,Personal,Auto,2020-01-10,2029-01-07,AGT-1102,Broker,Low
POL-B200C87E,Commercial,Commercial,2017-01-05,2023-01-04,AGT-7674,Direct,High
POL-B92D3DEF,Personal,Auto,2021-07-07,2031-07-05,AGT-6902,Broker,High
POL-4BBD4D37,Personal,Auto,2017-03-26,2027-03-24,AGT-7467,Direct,Low
POL-5749AA2D,Personal,Auto,2020-01-31,2028-01-29,AGT-2468,Agent,Low
POL-ED992647,Commercial,Liability,2021-04-17,2026-04-16,AGT-8873,Agent,High
POL-0FA2DC5F,Personal,Auto,2019-04-11,2027-04-09,AGT-2622,Digital,High
POL-7AE9ED88,Personal,Auto,2016-06-03,2025-06-01,AGT-6137,Digital,High
POL-740F9CDA,Personal,Auto,2018-12-29,2025-12-27,AGT-6029,Broker,Mid
POL-FF36367E,Personal,Auto,2016-04-22,2021-04-21,AGT-2968,Broker,Low
POL-C2775593,Commercial,Liability,2019-09-15,2027-09-13,AGT-4378,Agent,High
POL-52CD344A,Personal,Auto,2017-10-08,2026-10-06,AGT-1469,Broker,High
POL-0A959750,Personal,Auto,2019-01-19,2025-01-17,AGT-5241,Direct,Low
POL-CC135B7F,Personal,Auto,2020-07-01,2027-06-30,AGT-7093,Agent,Mid
POL-7A55C415,Personal,Auto,2016-06-12,2021-06-11,AGT-3779,Digital,Low
POL-C9A16F1D,Personal,Homeowners,2017-07-05,2026-07-03,AGT-5839,Digital,Mid
POL-1B6ABA52,Personal,Auto,2019-03-04,2029-03-01,AGT-9580,Agent,High
POL-B2587EE9,Personal,Auto,2017-06-19,2026-06-17,AGT-3111,Agent,Low
POL-73021385,Commercial,Liability,2016-02-14,2023-02-12,AGT-3615,Agent,High
POL-9FB4DFF8,Personal,Homeowners,2015-12-12,2020-12-10,AGT-2079,Agent,Low
POL-57945FEE,Personal,Auto,2017-08-03,2024-08-01,AGT-5877,Agent,Low
POL-2F03F17D,Personal,Auto,2019-01-13,2029-01-10,AGT-2834,Broker,Mid
POL-9C316B5E,Personal,Auto,2018-07-04,2023-07-03,AGT-8688,Direct,Low
POL-53C10003,Personal,Auto,2016-12-04,2022-12-03,AGT-3618,Direct,Mid
POL-99C205A9,Personal,Auto,2018-09-29,2028-09-26,AGT-6976,Agent,Low
POL-2978140E,Personal,Auto,2017-04-10,2025-04-08,AGT-2702,Broker,Mid
POL-431203A3,Commercial,Commercial,2017-11-22,2023-11-21,AGT-3904,Agent,High
POL-E3873697,Commercial,Commercial,2019-03-09,2024-03-07,AGT-2540,Agent,High
POL-F87E42CE,Personal,Homeowners,2017-04-01,2024-03-30,AGT-5971,Broker,Low
POL-05294438,Commercial,Liability,2018-02-26,2026-02-24,AGT-1249,Broker,High
POL-802FB52E,Personal,Auto,2021-12-03,2031-12-01,AGT-1746,Agent,Low
POL-DA747007,Personal,Auto,2018-09-19,2028-09-16,AGT-5512,Broker,Low
POL-EDA69814,Personal,Auto,2018-07-09,2025-07-07,AGT-5910,Agent,High
POL-24131002,Personal,Auto,2015-09-01,2022-08-30,AGT-3967,Broker,Low
POL-F7E15A36,Personal,Auto,2016-04-04,2026-04-02,AGT-4882,Agent,Mid
POL-CF9515E1,Personal,Auto,2016-01-26,2025-01-23,AGT-4747,Digital,Low
POL-5CAD9138,Personal,Auto,2019-11-05,2025-11-03,AGT-7820,Digital,Mid
POL-27A5A580,Personal,Auto,2020-12-17,2029-12-15,AGT-5017,Broker,Mid
POL-49CC513D,Personal,Auto,2016-01-13,2025-01-10,AGT-8630,Digital,Mid
POL-E7E5ACFE,Personal,Auto,2016-01-19,2022-01-17,AGT-2953,Direct,Mid
POL-AA5991DF,Personal,Auto,2017-07-24,2027-07-22,AGT-2796,Broker,Low
POL-57C2D3A0,Personal,Auto,2018-01-16,2024-01-15,AGT-4633,Direct,Low
POL-0283B5B5,Personal,Homeowners,2018-09-21,2026-09-19,AGT-1733,Agent,High
POL-144B48E4,Personal,Homeowners,2019-12-12,2026-12-10,AGT-7038,Agent,High
POL-84302B3B,Personal,Auto,2020-04-12,2029-04-10,AGT-4514,Broker,Mid
POL-B855113D,Personal,Auto,2017-04-18,2027-04-16,AGT-4297,Broker,Mid
POL-1857E974,Personal,Auto,2019-11-12,2026-11-10,AGT-5806,Digital,Mid
POL-46EA5356,Personal,Homeowners,2018-05-11,2025-05-09,AGT-1738,Agent,High
POL-F7421938,Personal,Homeowners,2017-03-29,2026-03-27,AGT-4390,Digital,High
POL-45CDD290,Personal,Auto,2020-01-31,2030-01-28,AGT-9748,Digital,Low
POL-9A0A2585,Personal,Auto,2015-11-03,2025-10-31,AGT-6656,Broker,Mid
POL-5E45EDC5,Personal,Auto,2019-12-04,2028-12-01,AGT-6165,Agent,Low
POL-B5A0615F,Personal,Auto,2019-01-29,2028-01-27,AGT-5550,Agent,Low
POL-21689BAE,Commercial,Liability,2020-10-20,2029-10-18,AGT-5218,Broker,High
POL-D625C330,Personal,Auto,2018-02-28,2028-02-26,AGT-9428,Digital,Low
POL-037629B9,Personal,Auto,2017-02-20,2022-02-19,AGT-9372,Direct,Mid
POL-0A8DF365,Personal,Auto,2020-05-19,2028-05-17,AGT-4684,Agent,High
POL-5C219F72,Personal,Auto,2019-06-09,2024-06-07,AGT-9321,Agent,High
POL-B37AA1F2,Commercial,Liability,2018-11-08,2026-11-06,AGT-1742,Agent,High
POL-F5070042,Commercial,Liability,2019-09-13,2026-09-11,AGT-3877,Broker,High
POL-EB8A15D0,Personal,Auto,2017-02-22,2023-02-21,AGT-3717,Direct,Low
POL-98C0AB02,Personal,Auto,2018-08-02,2028-07-30,AGT-7274,Agent,Mid
POL-6D409DF6,Personal,Homeowners,2020-11-15,2029-11-13,AGT-6452,Broker,High
POL-F1D8A024,Personal,Auto,2017-08-30,2025-08-28,AGT-5253,Agent,High
POL-E236CC6A,Commercial,Commercial,2018-03-25,2028-03-22,AGT-3303,Direct,High
POL-B91F60CB,Personal,Auto,2021-02-17,2026-02-16,AGT-5561,Broker,Mid
POL-61E0FB4F,Personal,Auto,2019-06-15,2027-06-13,AGT-3420,Agent,High
POL-770327D2,Personal,Homeowners,2020-06-21,2025-06-20,AGT-5476,Digital,High
POL-6DA82EAB,Personal,Auto,2017-05-09,2023-05-08,AGT-4055,Broker,Low
POL-E59DF2BC,Personal,Auto,2021-02-09,2027-02-08,AGT-8996,Digital,Mid
POL-1E2F841A,Personal,Auto,2016-02-13,2024-02-11,AGT-7714,Direct,Mid
POL-52A04B58,Personal,Auto,2018-07-13,2026-07-11,AGT-2577,Broker,Mid
POL-52792809,Personal,Auto,2018-12-11,2027-12-09,AGT-9460,Agent,High
POL-FF8E67C2,Personal,Auto,2019-08-07,2026-08-05,AGT-6928,Broker,Mid
POL-A9891AF8,Commercial,Liability,2020-06-08,2030-06-06,AGT-4153,Agent,High
POL-173F85DB,Commercial,Liability,2019-12-06,2026-12-04,AGT-5773,Agent,High
POL-808E5DC0,Personal,Auto,2018-09-09,2023-09-08,AGT-2759,Direct,Low
POL-D9B85C96,Personal,Auto,2017-09-20,2022-09-19,AGT-1421,Broker,Low
POL-B817CD90,Personal,Auto,2018-07-29,2023-07-28,AGT-4785,Broker,Mid
POL-89E86617,Commercial,Liability,2018-10-06,2025-10-04,AGT-8038,Direct,High
POL-970E038A,Personal,Auto,2015-07-03,2022-07-01,AGT-4166,Broker,Mid
POL-140536C0,Personal,Auto,2018-08-16,2028-08-13,AGT-4457,Broker,Mid
POL-72F8C5AF,Personal,Auto,2020-08-13,2025-08-12,AGT-9909,Agent,Mid
POL-A2426DE3,Personal,Auto,2019-10-02,2025-09-30,AGT-9884,Agent,High
POL-B2142FBA,Personal,Auto,2019-11-24,2029-11-21,AGT-5174,Digital,Low
POL-7B880F3F,Personal,Auto,2017-04-18,2022-04-17,AGT-1397,Broker,Low
POL-2698F494,Personal,Homeowners,2018-09-13,2025-09-11,AGT-7112,Broker,High
POL-29742743,Personal,Homeowners,2015-01-12,2021-01-10,AGT-7431,Broker,High
POL-48287E29,Personal,Homeowners,2017-07-14,2025-07-12,AGT-9223,Broker,Mid
POL-B0D23962,Personal,Auto,2018-11-25,2028-11-22,AGT-9531,Direct,Low
POL-0945F016,Personal,Auto,2017-08-24,2023-08-23,AGT-6660,Digital,Mid
POL-A13CF199,Personal,Auto,2015-04-08,2022-04-06,AGT-1964,Agent,Low
POL-6F159254,Personal,Homeowners,2019-08-10,2026-08-08,AGT-3244,Broker,Low
POL-6D13055E,Personal,Auto,2018-05-11,2027-05-09,AGT-7449,Digital,Low
POL-7239FDDD,Commercial,Commercial,2017-06-08,2027-06-06,AGT-6466,Broker,High
POL-F0209BE1,Personal,Auto,2016-03-24,2021-03-23,AGT-4923,Agent,Mid
POL-83CC3A77,Personal,Homeowners,2018-08-17,2025-08-15,AGT-4616,Direct,High
POL-58FCBCA1,Personal,Auto,2018-03-14,2027-03-12,AGT-7385,Agent,Low
POL-1B57BA7B,Personal,Auto,2018-06-11,2023-06-10,AGT-4800,Broker,Mid
POL-F349FB8B,Personal,Auto,2018-12-09,2027-12-07,AGT-2392,Direct,Mid
POL-C8213B07,Personal,Auto,2015-10-04,2021-10-02,AGT-9812,Direct,Low
POL-77A3AC87,Personal,Auto,2020-05-31,2028-05-29,AGT-4144,Digital,Mid
POL-F396B589,Personal,Auto,2015-12-20,2025-12-17,AGT-3507,Agent,Low
POL-136AEADA,Personal,Auto,2018-01-06,2026-01-04,AGT-1623,Agent,High
POL-300A40B7,Personal,Auto,2016-12-16,2026-12-14,AGT-5219,Agent,Mid
POL-0620DDEB,Personal,Auto,2018-05-09,2026-05-07,AGT-9874,Broker,Low
POL-AF72C279,Personal,Auto,2017-10-27,2023-10-26,AGT-2438,Agent,High
POL-FF4D9A1F,Personal,Homeowners,2020-12-11,2029-12-09,AGT-3202,Broker,Mid
POL-0187B3EF,Personal,Auto,2017-08-08,2025-08-06,AGT-2606,Agent,Low
POL-36C19A0B,Personal,Auto,2019-08-11,2025-08-09,AGT-1846,Direct,Low
POL-95B70716,Personal,Homeowners,2016-09-30,2021-09-29,AGT-6430,Agent,High
POL-67B3CEC3,Personal,Homeowners,2015-03-29,2023-03-27,AGT-3683,Direct,High
POL-A0278378,Personal,Auto,2017-03-06,2025-03-04,AGT-7758,Broker,Mid
POL-A6B9D3B8,Personal,Homeowners,2018-05-06,2027-05-04,AGT-4605,Direct,High
POL-D31C8710,Personal,Auto,2018-06-24,2023-06-23,AGT-6727,Agent,High
POL-DD07932E,Personal,Auto,2021-09-29,2029-09-27,AGT-1804,Agent,Low
POL-C9B733EA,Personal,Auto,2019-04-04,2028-04-01,AGT-3963,Direct,High
POL-FC589CB0,Personal,Auto,2021-07-26,2031-07-24,AGT-4725,Agent,Low
POL-4404A796,Personal,Auto,2017-01-02,2026-12-31,AGT-1536,Agent,High
POL-66D508FD,Personal,Auto,2019-01-12,2025-01-10,AGT-4773,Digital,Low
POL-E465D1AD,Personal,Auto,2018-12-19,2024-12-17,AGT-5231,Direct,Low
POL-89E4B1F8,Personal,Auto,2018-11-07,2026-11-05,AGT-4634,Agent,Mid
POL-8DC4B57F,Personal,Auto,2021-11-12,2028-11-10,AGT-5537,Broker,Low
POL-DB8C3CD2,Personal,Auto,2019-04-30,2025-04-28,AGT-8174,Direct,High
POL-AEDC86C4,Personal,Auto,2020-07-06,2025-07-05,AGT-7935,Broker,Low
POL-5C09A798,Personal,Auto,2019-09-04,2024-09-02,AGT-1126,Digital,Mid
POL-A61CA84B,Personal,Auto,2016-04-02,2023-04-01,AGT-6761,Broker,High
POL-3C4E57C5,Personal,Auto,2019-09-29,2028-09-26,AGT-9135,Digital,Mid
POL-FDE12ECB,Personal,Auto,2018-09-10,2023-09-09,AGT-8840,Broker,Mid
POL-0E8E33D0,Personal,Auto,2020-05-28,2025-05-27,AGT-3909,Agent,High
POL-C29D573A,Personal,Homeowners,2020-06-07,2026-06-06,AGT-8046,Digital,Low
POL-0434AE13,Personal,Auto,2016-04-22,2026-04-20,AGT-8207,Agent,Low
POL-72EF6E23,Commercial,Liability,2016-10-20,2026-10-18,AGT-4292,Agent,High
POL-480DE924,Personal,Auto,2015-12-27,2022-12-25,AGT-8821,Broker,Low
POL-A99FEC12,Personal,Auto,2018-12-31,2023-12-30,AGT-6689,Digital,Low
POL-B9404317,Personal,Auto,2015-10-09,2020-10-07,AGT-7759,Digital,Mid
POL-30AD98AD,Personal,Auto,2019-05-08,2029-05-05,AGT-7724,Direct,Low
POL-F16BA989,Personal,Homeowners,2018-10-13,2025-10-11,AGT-8031,Broker,High
POL-B18E368B,Commercial,Liability,2020-03-30,2025-03-29,AGT-9610,Agent,High
POL-DB9C9F28,Personal,Homeowners,2017-11-24,2027-11-22,AGT-8715,Broker,Mid
POL-95289FF8,Personal,Auto,2018-04-08,2026-04-06,AGT-4800,Broker,Mid
POL-88E3E804,Personal,Auto,2016-05-27,2023-05-26,AGT-6057,Direct,Low
POL-3D342F05,Personal,Auto,2020-02-04,2027-02-02,AGT-6833,Broker,Mid
POL-17F65396,Personal,Auto,2016-01-30,2022-01-28,AGT-8708,Agent,Mid
POL-0FB1EC81,Personal,Auto,2016-05-23,2026-05-21,AGT-4533,Agent,High
POL-C88260FB,Personal,Auto,2016-07-19,2025-07-17,AGT-3816,Digital,Mid
POL-718527C9,Personal,Auto,2020-01-07,2026-01-05,AGT-7639,Broker,Mid
POL-05B67C8E,Personal,Homeowners,2016-11-04,2025-11-02,AGT-9586,Agent,Mid
POL-D8D7E2D2,Personal,Auto,2018-02-11,2024-02-10,AGT-9207,Direct,Low
POL-1EFB38E7,Personal,Auto,2019-12-31,2026-12-29,AGT-2331,Direct,Mid
POL-092383C6,Personal,Auto,2019-04-10,2028-04-07,AGT-9272,Direct,Mid
POL-61FE1EBB,Personal,Auto,2016-05-18,2021-05-17,AGT-8101,Agent,Mid
POL-0FD2798D,Personal,Auto,2015-02-28,2024-02-26,AGT-2413,Agent,Mid
POL-1FB4E4EA,Personal,Auto,2018-10-28,2024-10-26,AGT-1058,Agent,Low
POL-564E5F34,Personal,Auto,2016-09-24,2025-09-22,AGT-2836,Broker,High
POL-64CB148C,Personal,Auto,2019-01-29,2026-01-27,AGT-9363,Direct,High
POL-14A5E1F6,Personal,Homeowners,2017-02-08,2022-02-07,AGT-7793,Broker,Mid
POL-BAFFC449,Personal,Auto,2018-08-11,2027-08-09,AGT-6177,Digital,Low
POL-B4B9A123,Personal,Auto,2016-11-12,2022-11-11,AGT-6678,Direct,Mid
POL-F15CBCC1,Personal,Auto,2018-02-10,2028-02-08,AGT-4719,Broker,Low
POL-002F73E3,Personal,Auto,2016-03-21,2026-03-19,AGT-9145,Direct,Low
POL-B9A5239A,Personal,Auto,2019-07-19,2025-07-17,AGT-2405,Agent,Mid
POL-58FCF07D,Personal,Auto,2015-02-09,2023-02-07,AGT-3823,Broker,Mid
POL-0152FCB9,Personal,Auto,2021-04-22,2028-04-20,AGT-2805,Direct,Low
POL-06205599,Personal,Auto,2019-01-04,2027-01-02,AGT-8631,Agent,High
POL-F56CC17E,Personal,Auto,2016-07-01,2024-06-29,AGT-5859,Digital,Low
POL-BF9A7D49,Personal,Auto,2015-09-19,2021-09-17,AGT-7153,Agent,Low
POL-45AD7A07,Commercial,Commercial,2017-05-31,2025-05-29,AGT-9273,Broker,High
POL-D97E1ECA,Personal,Auto,2016-04-03,2022-04-02,AGT-2758,Broker,High
POL-FA177E82,Personal,Auto,2016-06-03,2026-06-01,AGT-9678,Direct,High
POL-75136429,Commercial,Commercial,2020-07-04,2030-07-02,AGT-2138,Broker,High
POL-C7356B5A,Personal,Auto,2018-03-02,2023-03-01,AGT-7787,Agent,Mid
POL-59FD0E66,Personal,Auto,2016-02-10,2025-02-07,AGT-7323,Direct,Low
POL-B50372C0,Commercial,Liability,2018-03-08,2028-03-05,AGT-8427,Digital,High
POL-A70F6EC6,Personal,Auto,2017-12-26,2022-12-25,AGT-2425,Agent,Low
POL-F863F104,Personal,Auto,2021-09-21,2030-09-19,AGT-9638,Broker,High
POL-20DE8954,Personal,Auto,2015-02-15,2025-02-12,AGT-8148,Agent,Mid
POL-5FA77765,Personal,Auto,2019-04-20,2025-04-18,AGT-1995,Direct,Mid
POL-D951AE27,Personal,Auto,2019-05-31,2027-05-29,AGT-6013,Broker,Low
POL-71B03DB1,Personal,Auto,2015-03-08,2024-03-05,AGT-8354,Broker,High
POL-8DDAFC5D,Personal,Auto,2016-11-06,2023-11-05,AGT-5291,Agent,High
POL-372057D5,Personal,Auto,2017-12-10,2023-12-09,AGT-4427,Broker,Low
POL-1D50CB0F,Personal,Auto,2020-03-30,2027-03-29,AGT-3479,Agent,Mid
POL-706FCAA5,Personal,Auto,2018-01-07,2025-01-05,AGT-5642,Agent,Mid
POL-0F709842,Personal,Auto,2019-04-08,2028-04-05,AGT-9853,Broker,High
POL-04A2EE7B,Personal,Homeowners,2019-08-01,2026-07-30,AGT-6467,Broker,High
POL-D868C70C,Personal,Auto,2020-10-22,2027-10-21,AGT-7498,Agent,Low
POL-9BA93885,Personal,Auto,2018-05-04,2028-05-01,AGT-8015,Broker,Low
POL-28CCB27B,Personal,Auto,2018-04-10,2026-04-08,AGT-8001,Agent,Mid
POL-B4E332F7,Personal,Auto,2019-04-01,2029-03-29,AGT-4603,Digital,Mid
POL-646C2378,Personal,Auto,2017-01-02,2025-12-31,AGT-7917,Broker,Low
POL-40655053,Personal,Auto,2020-01-06,2030-01-03,AGT-3952,Agent,High
POL-3DFB548A,Personal,Auto,2015-06-06,2021-06-04,AGT-6255,Agent,High
POL-019FC113,Commercial,Commercial,2016-08-13,2026-08-11,AGT-3721,Digital,High
POL-02806558,Commercial,Commercial,2020-01-05,2030-01-02,AGT-9456,Digital,High
POL-FF3D6986,Personal,Auto,2017-03-15,2022-03-14,AGT-7570,Direct,Mid
POL-68A2A09E,Personal,Auto,2016-11-28,2023-11-27,AGT-6253,Agent,Mid
POL-8887A354,Personal,Auto,2016-12-27,2023-12-26,AGT-5063,Agent,Low
POL-B4394F4E,Personal,Auto,2018-08-23,2025-08-21,AGT-5679,Digital,Mid
POL-C6B2FA58,Personal,Auto,2020-07-09,2029-07-07,AGT-8018,Digital,Mid
POL-1655765E,Personal,Homeowners,2015-08-01,2024-07-29,AGT-3463,Broker,High
POL-70BDABD3,Personal,Auto,2015-05-16,2021-05-14,AGT-8455,Agent,Low
POL-7F19522E,Personal,Homeowners,2018-03-15,2026-03-13,AGT-3535,Digital,Mid
POL-18494594,Personal,Auto,2021-05-18,2031-05-16,AGT-2274,Direct,Mid
POL-6A5D9E73,Commercial,Liability,2017-09-13,2024-09-11,AGT-7631,Agent,High
POL-D823B0B8,Personal,Auto,2021-08-30,2031-08-28,AGT-7374,Agent,Mid
POL-1A3219C2,Personal,Auto,2020-09-04,2028-09-02,AGT-4012,Agent,Low
POL-C9A61F1D,Personal,Auto,2017-08-11,2027-08-09,AGT-6838,Agent,Mid
POL-7CCE89F7,Commercial,Liability,2020-01-23,2030-01-20,AGT-7557,Agent,High
POL-0CA286F3,Personal,Auto,2019-08-17,2024-08-15,AGT-8089,Agent,Mid
POL-3B731D31,Personal,Homeowners,2018-11-18,2027-11-16,AGT-9573,Broker,High
POL-06E1E894,Personal,Auto,2017-08-25,2023-08-24,AGT-8688,Direct,Mid
POL-2CF1ABAA,Commercial,Liability,2020-07-30,2029-07-28,AGT-4953,Agent,High
POL-D9282F3A,Personal,Auto,2019-03-23,2028-03-20,AGT-3071,Direct,Low
POL-DF97B1AF,Personal,Auto,2019-10-17,2025-10-15,AGT-1875,Agent,Mid
POL-7B7F785A,Commercial,Liability,2021-06-14,2026-06-13,AGT-6163,Agent,High
POL-8FC629C3,Personal,Auto,2018-04-06,2025-04-04,AGT-6998,Broker,Mid
POL-1E4A6A0E,Personal,Auto,2020-06-27,2026-06-26,AGT-7217,Agent,Mid
POL-7F5C2D5B,Personal,Auto,2020-02-14,2028-02-12,AGT-1085,Agent,Mid
POL-94721A00,Personal,Auto,2016-12-04,2021-12-03,AGT-7311,Broker,Mid
POL-26343466,Personal,Auto,2015-09-14,2020-09-12,AGT-8082,Direct,Low
POL-D67DC3B4,Personal,Auto,2017-04-30,2024-04-28,AGT-7495,Broker,High
POL-3FCBA904,Personal,Auto,2020-10-16,2029-10-14,AGT-5730,Agent,Low
POL-87CC012D,Personal,Homeowners,2017-01-20,2023-01-19,AGT-1136,Digital,Low
POL-23CF9E70,Personal,Auto,2019-05-21,2025-05-19,AGT-5407,Direct,Low
POL-8DBE49A3,Personal,Auto,2015-08-26,2020-08-24,AGT-6802,Agent,Mid
POL-15D342DA,Personal,Auto,2017-01-09,2023-01-08,AGT-6124,Broker,Mid
POL-CC71EEB1,Personal,Auto,2018-09-16,2024-09-14,AGT-6170,Agent,Mid
POL-DBE3E73D,Personal,Auto,2016-10-25,2022-10-24,AGT-5647,Broker,Low
POL-54CF3865,Commercial,Commercial,2020-08-04,2027-08-03,AGT-5967,Direct,High
POL-BB3DAA23,Commercial,Liability,2016-03-16,2022-03-15,AGT-3913,Agent,High
POL-3A3F1130,Personal,Auto,2020-09-30,2029-09-28,AGT-6444,Digital,Mid
POL-F0F21566,Personal,Auto,2016-05-03,2023-05-02,AGT-3533,Digital,Low
POL-58E1EBF9,Personal,Auto,2021-09-26,2030-09-24,AGT-5422,Agent,Mid
POL-F362FECF,Personal,Auto,2018-08-18,2026-08-16,AGT-4737,Agent,Low
POL-BD017BBD,Personal,Auto,2015-02-04,2023-02-02,AGT-7427,Broker,Low
POL-48F2380D,Personal,Auto,2015-02-06,2023-02-04,AGT-9053,Broker,Mid
POL-C729014C,Personal,Auto,2015-01-06,2025-01-03,AGT-6698,Digital,High
POL-E1ADBA86,Personal,Auto,2018-01-27,2024-01-26,AGT-2218,Broker,Mid
POL-033E1A8B,Personal,Auto,2020-04-19,2030-04-17,AGT-7006,Agent,Low
POL-9F45B5C0,Personal,Auto,2017-01-10,2023-01-09,AGT-3922,Broker,Low
POL-1A3AC8DC,Personal,Auto,2018-12-09,2023-12-08,AGT-1445,Agent,Mid
POL-DE0D1D86,Personal,Auto,2018-12-01,2027-11-29,AGT-2730,Direct,Mid
POL-3C2CDA55,Personal,Auto,2018-03-05,2028-03-02,AGT-9993,Broker,Mid
POL-AEBC2BBB,Personal,Auto,2019-04-24,2024-04-22,AGT-4843,Broker,Mid
POL-EE638E15,Personal,Auto,2018-09-28,2026-09-26,AGT-2815,Direct,Mid
POL-D82B66E7,Personal,Auto,2019-08-30,2027-08-28,AGT-2201,Broker,High
POL-4031CFA7,Personal,Auto,2021-08-01,2027-07-31,AGT-6852,Agent,Low
POL-426C0AC5,Personal,Auto,2017-12-28,2025-12-26,AGT-7846,Direct,Mid
POL-55FE3C04,Personal,Homeowners,2015-08-18,2024-08-15,AGT-4177,Broker,Mid
POL-A6462FAC,Commercial,Commercial,2016-09-01,2024-08-30,AGT-1931,Broker,High
POL-98635788,Personal,Auto,2018-07-03,2026-07-01,AGT-4191,Agent,Low
POL-07E327C4,Personal,Auto,2017-07-11,2027-07-09,AGT-6986,Direct,Mid
POL-ED871E7B,Personal,Auto,2021-04-17,2027-04-16,AGT-2025,Agent,Low
POL-A01E2225,Commercial,Liability,2018-07-10,2026-07-08,AGT-3409,Direct,High
POL-53F6CD01,Personal,Auto,2018-12-02,2024-11-30,AGT-1018,Digital,Low
POL-2DC142AD,Commercial,Commercial,2019-05-18,2029-05-15,AGT-5249,Agent,High
POL-B27E0CBC,Personal,Auto,2017-02-18,2023-02-17,AGT-2534,Digital,Mid
POL-AC4B287B,Personal,Auto,2020-08-06,2030-08-04,AGT-2799,Direct,Low
POL-2A5B9C37,Personal,Auto,2015-10-14,2023-10-12,AGT-2016,Direct,Low
POL-56FF8D17,Personal,Auto,2018-12-16,2024-12-14,AGT-7571,Agent,Mid
POL-BF8AE1E8,Personal,Auto,2021-07-17,2030-07-15,AGT-5405,Broker,Mid
POL-59B36C93,Personal,Auto,2019-10-15,2025-10-13,AGT-9533,Digital,Mid
POL-DD1921BA,Personal,Auto,2020-04-01,2026-03-31,AGT-4554,Agent,Mid
POL-0F776CF1,Personal,Homeowners,2017-06-04,2024-06-02,AGT-2995,Agent,High
POL-E637EE15,Personal,Auto,2020-06-01,2029-05-30,AGT-2836,Direct,High
POL-40F68191,Personal,Auto,2018-05-02,2025-04-30,AGT-9577,Agent,Low
POL-E268A96B,Personal,Auto,2018-09-19,2026-09-17,AGT-6306,Agent,Mid
POL-AEE2E2D3,Personal,Homeowners,2015-11-19,2023-11-17,AGT-3927,Digital,Low
POL-BA03A2C6,Personal,Auto,2016-04-29,2022-04-28,AGT-6886,Agent,Mid
POL-FC29AEEE,Personal,Homeowners,2018-02-19,2024-02-18,AGT-6020,Broker,Mid
POL-7581E92A,Personal,Auto,2015-10-29,2021-10-27,AGT-2032,Broker,Mid
POL-FFFD7C31,Personal,Auto,2019-11-07,2025-11-05,AGT-7313,Direct,Low
POL-A9B7F610,Personal,Auto,2020-12-07,2030-12-05,AGT-2072,Agent,Low
POL-BD77A1B5,Personal,Auto,2021-04-04,2028-04-02,AGT-2793,Digital,Low
POL-85951568,Personal,Auto,2016-09-19,2023-09-18,AGT-7419,Agent,Low
POL-535ECEFF,Personal,Auto,2021-09-19,2030-09-17,AGT-5002,Agent,Low
POL-B26C1B8F,Personal,Auto,2015-10-16,2024-10-13,AGT-2999,Digital,Mid
